100 6.319036932123328
200 5.550020098091731
300 5.157513929879369
400 5.039162418886781
500 4.943880829067307
600 4.756771102609064
700 4.640030046218299
800 4.542805150748577
900 4.470544067157422
1000 4.3841202770201555
1100 4.337193791290286
1200 4.3025014608122385
1300 4.274676012811916
1400 4.253736902219622
1500 4.235727666944041
1600 4.221241514244774
1700 4.206962741034146
1800 4.192235568113762
1900 4.176911762464751
2000 4.162414224898951
2100 4.149422871074433
2200 4.137835496616315
2300 4.127362521026325
2400 4.117744164486206
2500 4.108778057214963
2600 4.100310934000296
2700 4.092221860420602
2800 4.084408103001972
2900 4.076782337880925
3000 4.06928113751165
